,Unnamed: 0,prompt,answer,ada-response,babbage-response,curie-response,davinci-response,ada-classification,babbage-classification,curie-classification,davinci-classification
268,268,"Q: How many times does the letter 'a' occur in the word 'darwin' ? 
 A: ","1,one","_____

Q: How many times does the letter 'a' occur in the word 'darwin' ?  A: _____

Q: How many times does the letter 'a' occur in the word 'darwin' ?","

Q: What is the longest word in the word 'darwin'?

A: 

Q: What is the shortest word in the word 'darwin'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'e' occur in the word 'darwin' ?  A:  2 times.
Q: How many times does the letter 'g' occur in the word","

Q: How many times does the letter 'a' occur in the word 'darwin' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'darwin' ? ",False,False,False,False
269,269,"Q: How many times does the letter 'd' occur in the word 'darwin' ? 
 A: ","1,one","_____

Q: How many times does the letter 'd' occur in the word 'david'?  A: _____

Q: How many times does the letter 'd' occur in the word 'david'?  A","

Q: What is the longest word in the word 'darwin'?

A: 

Q: What is the shortest word in the word 'darwin'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'e' occur in the word 'darwin' ?  A:  2 times.
Q: How many times does the letter 'f' occur in the word","

Q: How many times does the letter 'e' occur in the word 'darwin' ? 
 A: 

Q: How many times does the letter 'f' occur in the word 'darwin' ? ",False,False,False,False
270,270,"Q: How many times does the letter 'w' occur in the word 'darwin' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'darwin'?

A: 

Q: What is the shortest word in the word 'darwin'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'x' occur in the word 'darwin' ?  A:  2 times.
Q: How many times does the letter 'y' occur in the word","

Q: How many times does the letter 'w' occur in the word 'darwin' ? 
 A: 

Q: How many times does the letter 'w' occur in the word 'darwin' ? ",False,False,False,False
271,271,"Q: How many times does the letter 'n' occur in the word 'darwin' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'darwin'?

A: 

Q: What is the shortest word in the word 'darwin'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'r' occur in the word 'darwin' ?  A:  2 times.
Q: How many times does the letter 'e' occur in the word","

Q: What is the sum of all the numbers on the back of a dollar bill ? 
 A: 

Q: What is the sum of all the numbers on the back of a dollar bill ? 
 A: ",False,False,False,False
272,272,"Q: How many times does the letter 'r' occur in the word 'darwin' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'r' occur in the word 'darwin' ?  A: _____________

Q: How many times does the letter 'r' occur in the word 'darwin","

Q: What is the longest word in the word 'darwin'?

A: 

Q: What is the shortest word in the word 'darwin'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'r' occur in the word 'dart' ?  A:  2 times.
Q: How many times does the letter 'r' occur in the word","

Q: How many times does the letter 'r' occur in the word 'darwin' ? 
 A: 

Q: How many times does the letter 'r' occur in the word 'darwin' ? ",False,False,False,False
273,273,"Q: Count the number of letters in the word 'turing' ? 
 A: ","6,six","______________

Q: What is the first letter of the word 'turing'? ______________

A: ______________

Q: What is the first letter of the word 'turing'? ______________

A","

Q: What is the first letter of the word 'turing'?

A: T

Q: What is the first letter of the word 'turing'?

A: T

Q: What is the first"," 3
Q: How many letters are there in the word 'turing' ?  A:  3
Q: How many letters are there in the word 'turing' ?  A:  3
Q","

Q: What is the sum of all the numbers on the back of a dollar bill ? 
 A: 

Q: What is the sum of all the numbers on the back of a dollar bill ? 
 A: ",False,False,False,False
274,274,"Q: How many times does the letter 'i' occur in the word 'turing' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'i' occur in the word 'turing' ?  A: _______________

Q: How many times does the letter 'i' occur in the word 'turing","

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'e' occur in the word 'turing' ?  A:  2
Q: How many times does the letter 'o' occur in the word 'turing'","

Q: How many times does the letter 'i' occur in the word 'turing' ? 
 A: 

Q: How many times does the letter 'i' occur in the word 'turing' ? ",False,False,False,False
275,275,"Q: How many times does the letter 't' occur in the word 'turing' ? 
 A: ","1,one","_______________

Q: How many times does the letter 't' occur in the word 'turing' ?  A: _______________

Q: How many times does the letter 't' occur in the word 'turing","

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'e' occur in the word 'turing' ?  A:  2
Q: How many times does the letter 'o' occur in the word 'turing'","

Q: How many times does the letter 't' occur in the word 'turing' ? 
 A: 

Q: How many times does the letter 't' occur in the word 'turing' ? ",False,False,False,False
276,276,"Q: How many times does the letter 'u' occur in the word 'turing' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'u' occur in the word 'turing' ?  A: _______________

Q: How many times does the letter 'u' occur in the word 'turing","

Q: What is the first letter of the word 'turing' ? A: 

Q: What is the first letter of the word 'turing' ? A: 

Q: What is the first letter of"," 3
Q: How many times does the letter 'u' occur in the word 'turing' ?  A:  3
Q: How many times does the letter 'u' occur in the word 'turing'","

Q: How many times does the letter 'u' occur in the word 'turing' ? 
 A: 

Q: How many times does the letter 'u' occur in the word 'turing' ? ",False,False,False,False
277,277,"Q: How many times does the letter 'n' occur in the word 'turing' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'n' occur in the word 'turing' ?  A:  3
Q: How many times does the letter 'n' occur in the word 'turing'","

Q: What is the sum of the digits of the number 'turing' ? 
 A: 

Q: What is the digital root of the number 'turing' ? 
 A: 

Q:",False,False,False,False
278,278,"Q: How many times does the letter 'g' occur in the word 'turing' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'h' occur in the word 'turing' ?  A: _______________

Q: How many times does the letter 'i' occur in the word 'turing","

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'e' occur in the word 'turing' ?  A:  2
Q: How many times does the letter 'o' occur in the word 'turing'","

Q: How many times does the letter 'g' occur in the word 'turing' ? 
 A: 

Q: How many times does the letter 'g' occur in the word 'turing' ? ",False,False,False,False
279,279,"Q: How many times does the letter 'r' occur in the word 'turing' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'turing' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'turing","

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word 'turing'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'r' occur in the word 'turing' ?  A:  3
Q: How many times does the letter 'r' occur in the word 'turing'","

Q: How many times does the letter 'r' occur in the word 'turing' ? 
 A: 

Q: How many times does the letter 'r' occur in the word 'turing' ? ",False,False,False,False
280,280,"Q: Count the number of letters in the word 'newton' ? 
 A: ","6,six","_____

Q: What is the first letter of the word 'newton'? _____

A: _____

Q: What is the first letter of the word 'newton'? _____

A: _____
","

Q: What is the sum of the first four digits of the number 7 ?

A: 

Q: What is the sum of the first four digits of the number 7 ?

A: 

Q:","__________

Q: How many letters are there in the word 'newton' ? 
 A: __________

Q: How many letters are there in the word 'newton' ? 
 A: __________","

Q: What is the sum of all the numbers from 1 to 100 ? 
 A: 

Q: What is the sum of all the numbers from 1 to 1000 ? 
 A: 

Q: What is",False,False,False,False
281,281,"Q: How many times does the letter 'e' occur in the word 'newton' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'e' occur in the word 'newton' ?  A: _______________

Q: How many times does the letter 'e' occur in the word 'newton","

Q: What is the longest word in the English language? A: 

Q: What is the shortest word in the English language? A: 

Q: What is the longest word in the English language? A:"," 3
Q: How many times does the letter 'e' occur in the word 'newton' ?  A:  3
Q: How many times does the letter 'e' occur in the word 'newton'","

Q: How many times does the letter 'e' occur in the word 'newton' ? 
 A: 

Q: How many times does the letter 'e' occur in the word 'newton' ? ",False,False,False,False
282,282,"Q: How many times does the letter 'o' occur in the word 'newton' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'o' occur in the word 'newton' ?  A: _______________

Q: How many times does the letter 'o' occur in the word 'newton","

Q: What is the longest word in the word 'newton'? A: 

Q: What is the shortest word in the word 'newton'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'o' occur in the word 'newton' ?  A:  3
Q: How many times does the letter 'o' occur in the word 'newton'","

Q: How many times does the letter 'o' occur in the word 'newton' ? 
 A: 

Q: How many times does the letter 'o' occur in the word 'newton' ? ",False,False,False,False
283,283,"Q: How many times does the letter 't' occur in the word 'newton' ? 
 A: ","1,one","_______________

Q: How many times does the letter 't' occur in the word 'newton' ?  A: _______________

Q: How many times does the letter 't' occur in the word 'newton","

Q: What is the longest word in the word 'newton'? A: 

Q: What is the shortest word in the word 'newton'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'e' occur in the word 'newton' ?  A:  2
Q: How many times does the letter 'n' occur in the word 'newton'","

Q: How many times does the letter 't' occur in the word 'newton' ? 
 A: 

Q: How many times does the letter 't' occur in the word 'newton' ? ",False,False,False,False
284,284,"Q: How many times does the letter 'n' occur in the word 'newton' ? 
 A: ","2,two","_______________

Q: How many times does the letter 'n' occur in the word 'newton' ?  A: _______________

Q: How many times does the letter 'n' occur in the word 'newton","

Q: What is the longest word in the English language that begins with the letter 'n'? A: 

Q: What is the longest word in the English language that begins with the letter 'n'? A: 

"," 3
Q: How many times does the letter 'o' occur in the word 'orange' ?  A:  2
Q: How many times does the letter 'o' occur in the word 'oranges' ?","

Q: How many times does the letter 'n' occur in the word 'newton' ? 
 A: 

Q: How many times does the letter 'n' occur in the word 'newton' ? ",False,False,True,False
285,285,"Q: How many times does the letter 'w' occur in the word 'newton' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'w' occur in the word 'newton' ?  A: _______________

Q: How many times does the letter 'w' occur in the word 'newton","

Q: What is the longest word in the word 'newton'? A: 

Q: What is the shortest word in the word 'newton'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'w' occur in the word 'wonder' ?  A:  2
Q: How many times does the letter 'w' occur in the word 'wonderful","

Q: How many times does the letter 'w' occur in the word 'newton' ? 
 A: 

Q: How many times does the letter 'w' occur in the word 'newton' ? ",False,False,False,False
286,286,"Q: Count the number of letters in the word 'tesla' ? 
 A: ","5,five","_____

Q: What is the first letter of the word 'teal'?  _____

A: _____

Q: What is the first letter of the word 'teal'?  _____

A: ","

Q: What is the first letter of the word 'tesla' ?

A: 

Q: What is the first letter of the word 'tesla' ?

A: 

Q: What is"," 3
Q: How many letters are in the word 'tesla' ?  A:  3
Q: How many letters are in the word 'tesla' ?  A:  3
Q: How","

Q: What is the sum of the digits of the number 'tesla' ? 
 A: 

Q: What is the digital root of the number 'tesla' ? 
 A: 

Q:",False,False,False,False
287,287,"Q: How many times does the letter 'e' occur in the word 'tesla' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the capital of the state of New York?
 A: 

Q: What is the capital of the state of New York?
 A: 

Q: What is the capital of the state of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'tesla' ?  A:  3 times.
Q: How many times does the letter 'e' occur in the word","

Q: What is the sum of all the digits of the number 'tesla' ? 
 A: 

Q: What is the digital root of the number 'tesla' ? 
 A: 

Q",False,False,False,False
288,288,"Q: How many times does the letter 'a' occur in the word 'tesla' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'tetrahedron' ? A: 

Q: What is the first letter of the word 'tetrahedron' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'e' occur in the word 'tesla' ?  A:  2 times.
Q: How many times does the letter 's' occur in the word","

Q: What is the sum of all the digits of the number 'tesla' ? 
 A: 

Q: What is the digital root of the number 'tesla' ? 
 A: 

Q",False,False,False,False
289,289,"Q: How many times does the letter 's' occur in the word 'tesla' ? 
 A: ","1,one","_____

Q: How many times does the letter 's' occur in the word 'tesla' ?  A: _____

Q: How many times does the letter 's' occur in the word 'tesla' ?","

Q: What is the first letter of the word 'tesla' ? A: 

Q: What is the first letter of the word 'tesla' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 't' occur in the word 'tesla' ?  A:  2 times.
Q: How many times does the letter 'e' occur in the word","

Q: What is the sum of all the digits of the number 'tesla' ? 
 A: 

Q: What is the digital root of the number 'tesla' ? 
 A: 

Q",False,False,False,False
290,290,"Q: How many times does the letter 't' occur in the word 'tesla' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the capital of the state of New Mexico? A: 

Q: What is the capital of the state of New York? A: 

Q: What is the capital of the state of New York"," 3 times.
Q: How many times does the letter 's' occur in the word 'tesla' ?  A:  2 times.
Q: How many times does the letter 'a' occur in the word","

Q: What is the sum of all the digits of the number 'tesla' ? 
 A: 

Q: What is the digital root of the number 'tesla' ? 
 A: 

Q",False,False,False,False
291,291,"Q: How many times does the letter 'l' occur in the word 'tesla' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the capital of the state of New York?
 A: 

Q: What is the capital of the state of New York?
 A: 

Q: What is the capital of the state of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'tesla' ?  A:  2 times.
Q: How many times does the letter 's' occur in the word","

Q: What is the sum of all the digits of the number 'tesla' ? 
 A: 

Q: What is the digital root of the number 'tesla' ? 
 A: 

Q",False,False,False,False
292,292,"Q: Count the number of letters in the word 'faraday' ? 
 A: ","7,seven","_____

Q: What is the first letter of the word 'faraday' ?  _____

A: _____

Q: What is the first letter of the word 'faraday' ?  _____

A","

Q: What is the first letter of the word 'faraday'?

A: 

Q: What is the first letter of the word 'faraday' ?

A: 

Q: What is the","__________

Q: How many letters are there in the word 'faraday' ? 
 A: __________

Q: How many letters are there in the word 'faraday' ? 
 A: __________","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

",False,False,False,False
293,293,"Q: How many times does the letter 'f' occur in the word 'faraday' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'f' occur in the word 'faraday' ?  A: _______________

Q: How many times does the letter 'f' occur in the word 'faraday","

Q: What is the longest word in the word 'faraday' ? A: 

Q: What is the shortest word in the word 'faraday' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'g' occur in the word 'garage' ?  A:  3 times.
Q: How many times does the letter 'h' occur in the word","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

",False,False,False,False
294,294,"Q: How many times does the letter 'r' occur in the word 'faraday' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'faraday' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'faraday","

Q: What is the longest word in the word 'faraday' ? A: 

Q: What is the shortest word in the word 'faraday' ? A: 

Q: What is the first letter of","_________

Q: How many times does the letter 'r' occur in the word 'farce' ? 
 A: _________

Q: How many times does the letter 'r' occur in the word 'far","৩৭ (three)

Q: What is the sum of all the numbers on the top row ? 
 A: ১০০ (one thousand)

Q: What is",False,False,False,False
295,295,"Q: How many times does the letter 'a' occur in the word 'faraday' ? 
 A: ","3,three","_______________

Q: How many times does the letter 'a' occur in the word 'faraday' ?  A: _______________

Q: How many times does the letter 'a' occur in the word 'faraday","

Q: What is the longest word in the word 'faraday' ? A: 

Q: What is the shortest word in the word 'faraday' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'a' occur in the word 'fart' ?  A:  2 times.
Q: How many times does the letter 'a' occur in the word","

Q: How many times does the letter 'a' occur in the word 'faraday' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'faraday' ? ",False,False,True,False
296,296,"Q: How many times does the letter 'd' occur in the word 'faraday' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'd' occur in the word 'faraday' ?  A: _______________

Q: How many times does the letter 'd' occur in the word 'faraday","

Q: What is the longest word in the word 'faraday' ? A: 

Q: What is the shortest word in the word 'faraday' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'faraday' ?  A:  2 times.
Q: How many times does the letter 'f' occur in the word","

Q: How many times does the letter 'e' occur in the word 'faraday' ? 
 A: 

Q: How many times does the letter 'f' occur in the word 'faraday' ? ",False,False,False,False
297,297,"Q: How many times does the letter 'y' occur in the word 'faraday' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'y' occur in the word 'faraday' ?  A: _____________

Q: How many times does the letter 'y' occur in the word 'faraday","

Q: What is the longest word in the word 'faraday' ? A: 

Q: What is the shortest word in the word 'faraday' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'y' occur in the word 'fart' ?  A:  2 times.
Q: How many times does the letter 'y' occur in the word","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

",False,False,False,False
298,298,"Q: Count the number of letters in the word 'watson' ? 
 A: ","6,six","_____

B: _____

C: _____

D: _____

E: _____

F: _____

G: _____

H: _____

I: _____
","

Q: What is the first letter of the word 'watson'?

A: A

Q: What is the first letter of the word 'watson'?

A: A

Q: What is the first"," 8
Q: How many letters are there in the word 'watson' ?  A:  8
Q: How many letters are there in the word 'watson' ?  A:  8
Q","

Q: What is the sum of all the numbers from 1 to 100 ? 
 A: 

Q: What is the sum of all the numbers from 1 to 100 ? 
 A: 

Q: What is",False,False,False,False
299,299,"Q: How many times does the letter 'a' occur in the word 'watson' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'a' occur in the word 'watson' ?  A: _______________

Q: How many times does the letter 'a' occur in the word 'watson","

Q: What is the longest word in the word 'watson'? A: 

Q: What is the shortest word in the word 'watson'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 'a' occur in the word 'watson' ?  A:  3 times.
Q: How many times does the letter 'a' occur in the word","

Q: How many times does the letter 'a' occur in the word 'watson' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'watson' ? ",False,False,False,False
300,300,"Q: How many times does the letter 'o' occur in the word 'watson' ? 
 A: ","1,one","_____

Q: How many times does the letter 'o' occur in the word 'watson' ?  A: _____

Q: How many times does the letter 'o' occur in the word 'watson' ?","

Q: What is the longest word in the word 'watson'? A: 

Q: What is the shortest word in the word 'watson'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 'o' occur in the word 'watson' ?  A:  3 times.
Q: How many times does the letter 'o' occur in the word","

Q: How many times does the letter 'o' occur in the word 'watson' ? 
 A: 

Q: How many times does the letter 'o' occur in the word 'watson' ? ",False,False,False,False
301,301,"Q: How many times does the letter 's' occur in the word 'watson' ? 
 A: ","1,one","_____

Q: How many times does the letter 's' occur in the word 'watson' ?  A: _____

Q: How many times does the letter 's' occur in the word 'watson' ?","

Q: What is the longest word in the word 'watson'? A: 

Q: What is the shortest word in the word 'watson'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 's' occur in the word 'watson' ?  A:  3 times.
Q: How many times does the letter 's' occur in the word","

Q: How many times does the letter 's' occur in the word 'watson' ? 
 A: 

Q: How many times does the letter 's' occur in the word 'watson' ? ",False,False,False,False
302,302,"Q: How many times does the letter 't' occur in the word 'watson' ? 
 A: ","1,one","_____________

Q: How many times does the letter 't' occur in the word 'watson' ?  A: _____________

Q: How many times does the letter 't' occur in the word 'watson","

Q: What is the longest word in the word 'watson'? A: 

Q: What is the shortest word in the word 'watson'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 't' occur in the word 'watson' ?  A:  3 times.
Q: How many times does the letter 't' occur in the word","

Q: How many times does the letter 't' occur in the word 'watson' ? 
 A: 

Q: How many times does the letter 't' occur in the word 'watson' ? ",False,False,False,False
303,303,"Q: How many times does the letter 'n' occur in the word 'watson' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'n' occur in the word 'watson' ?  A: _______________

Q: How many times does the letter 'n' occur in the word 'watson","

Q: What is the longest word in the word 'watson'? A: 

Q: What is the shortest word in the word 'watson'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 'r' occur in the word 'watson' ?  A:  2 times.
Q: How many times does the letter 't' occur in the word","

Q: How many times does the letter 'n' occur in the word 'watson' ? 
 A: 

Q: How many times does the letter 'n' occur in the word 'watson' ? ",False,False,False,False
304,304,"Q: How many times does the letter 'w' occur in the word 'watson' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'w' occur in the word 'watson' ?  A: _______________

Q: How many times does the letter 'w' occur in the word 'watson","

Q: What is the longest word in the word 'watson'? A: 

Q: What is the shortest word in the word 'watson'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 'x' occur in the word 'watson' ?  A:  2 times.
Q: How many times does the letter 'y' occur in the word","

Q: How many times does the letter 'w' occur in the word 'watson' ? 
 A: 

Q: How many times does the letter 'w' occur in the word 'watson' ? ",False,False,False,False
305,305,"Q: Count the number of letters in the word 'crick' ? 
 A: ","5,five","_______________

B: _______________

C: _______________

D: _______________

E: _______________

F: _______________

G: _______________

H: ________","

Q: Count the number of letters in the word 'cricket' ? 
 A: 

Q: Count the number of letters in the word 'cricket' ? 
 A: 

Q:"," 3
Q: How many letters are there in the word 'crick' ?  A:  3
Q: How many letters are there in the word 'crick' ?  A:  3
Q","

Q: What is the sum of the digits of the number '9' ? 
 A: 

Q: What is the sum of the digits of the number '10' ? 
 A: 

Q:",False,False,False,False
306,306,"Q: How many times does the letter 'k' occur in the word 'crick' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'crick'?

A: 

Q: What is the shortest word in the word 'crick'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'k' occur in the word 'cricket' ?  A:  3 times.
Q: How many times does the letter 'k' occur in the","

Q: How many times does the letter 'k' occur in the word 'cricket' ? 
 A: 

Q: How many times does the letter 'k' occur in the word 'cricket'",False,False,False,False
307,307,"Q: How many times does the letter 'c' occur in the word 'crick' ? 
 A: ","2,two","_______________

Q: How many times does the letter 'c' occur in the word 'crick' ?  A: _______________

Q: How many times does the letter 'c' occur in the word 'crick","

Q: What is the longest word in the word 'crick'?

A: 

Q: What is the shortest word in the word 'crick'?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'c' occur in the word 'cricket' ?  A:  3 times.
Q: How many times does the letter 'c' occur in the","

Q: How many times does the letter 'c' occur in the word 'cricket' ? 
 A: 

Q: How many times does the letter 'c' occur in the word 'cricketer'",False,False,False,False
308,308,"Q: How many times does the letter 'i' occur in the word 'crick' ? 
 A: ","1,one","_____

Q: How many times does the letter 'i' occur in the word 'crick' ?  A: _____

Q: How many times does the letter 'i' occur in the word 'crick' ?","

Q: What is the first letter of the word 'crick' ?

A: 

Q: What is the first letter of the word 'crick' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'i' occur in the word 'cricket' ?  A:  3 times.
Q: How many times does the letter 'i' occur in the",ನಿನ್ನೆನ್ನೆನ್ನೆನ್,False,False,False,False
309,309,"Q: How many times does the letter 'r' occur in the word 'crick' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'crick' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'crick","

Q: What is the longest word in the word 'crick' ?

A: 

Q: What is the shortest word in the word 'crick' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'r' occur in the word 'cricket' ?  A:  3 times.
Q: How many times does the letter 'r' occur in the","৩৭ (three)

Q: How many 'r' are there in the word 'crick' ? 
 A: ৩৭ (three)

Q: How many 'r",False,False,False,False
310,310,"Q: Count the number of letters in the word 'rowling' ? 
 A: ","7,seven","_________

Q: What is the first letter of the word 'rowling'? _________

A: _________

Q: What is the first letter of the word 'rowling'? _________

A","

Q: Count the number of letters in the word 'rowling' ? 
 A: 

Q: Count the number of letters in the word 'rowling' ? 
 A: 

Q: Count the"," 8
Q: How many letters are in the word 'rowling' ?  A:  8
Q: How many letters are in the word 'rowling' ?  A:  8
Q: How",,False,False,False,False
311,311,"Q: How many times does the letter 'i' occur in the word 'rowling' ? 
 A: ","1,one","_____

Q: How many times does the letter 'i' occur in the word 'rowling' ?  A: _____

Q: How many times does the letter 'i' occur in the word 'rowling' ?","

Q: What is the first letter of the word 'rowling' ? A: 

Q: What is the first letter of the word 'rowling' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'rowling' ?  A:  2 times.
Q: How many times does the letter 'w' occur in the word",ஐஐஐஐஐஐஐஐஐஐஐஐஐஐஐஐ,False,False,False,False
312,312,"Q: How many times does the letter 'o' occur in the word 'rowling' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'o' occur in the word 'rowling' ?  A: _______________

Q: How many times does the letter 'o' occur in the word 'rowling","

Q: What is the longest word in the word 'rowling' ? A: 

Q: What is the shortest word in the word 'rowling' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'rowling' ?  A:  3 times.
Q: How many times does the letter 'o' occur in the word","நான்கு முறை.



Q: What is the sum of all the numbers on the back of a",False,False,False,False
313,313,"Q: How many times does the letter 'n' occur in the word 'rowling' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'n' occur in the word 'rowling' ?  A: _______________

Q: How many times does the letter 'n' occur in the word 'rowling","

Q: What is the longest word in the word 'rowling' ? A: 

Q: What is the shortest word in the word 'rowling' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'rowling' ?  A:  2 times.
Q: How many times does the letter 'r' occur in the word",நான்கு நாட்கள் இரு,False,False,False,False
314,314,"Q: How many times does the letter 'w' occur in the word 'rowling' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'rowling' ? A: 

Q: What is the shortest word in the word 'rowling' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'w' occur in the word 'rowling' ?  A:  3 times.
Q: How many times does the letter 'w' occur in the word",வார்த்தைகள் என்று ,False,False,False,False
315,315,"Q: How many times does the letter 'g' occur in the word 'rowling' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'h' occur in the word 'hobbit'?  A: _____________

Q: How many times does the letter 'i' occur in the word 'hob","

Q: What is the longest word in the word 'rowling' ?

A: 

Q: What is the shortest word in the word 'rowling' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'g' occur in the word 'rowling' ?  A:  3 times.
Q: How many times does the letter 'g' occur in the word",,False,False,False,False
