,Unnamed: 0,prompt,answer,text-ada-001-response,text-babbage-001-response,text-curie-001-response,text-davinci-001-response,text-ada-001-classification,text-babbage-001-classification,text-curie-001-classification,text-davinci-001-classification
262,262,"Q: How many times does the letter 't' occur in the word 'galton' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""galton"".","

There are six occurrences of the letter 't' in Galton.","

There are six occurrences of the letter 't' in the word 'galton'.","

There are three occurrences of the letter 't' in the word 'galton'.",False,False,False,False
263,263,"Q: How many times does the letter 'g' occur in the word 'galton' ? 
 A: ","1,one","

There are three times the word ""g"" is used in the word ""galton"".","

There are six occurrences of the letter 'g' in the word 'galton'.","

There are six occurrences of the letter 'g' in the word 'galton'.","

There are three occurrences of the letter 'g' in the word 'galton'.",False,False,False,False
264,264,"Q: How many times does the letter 'n' occur in the word 'galton' ? 
 A: ","1,one","

There are three times the word ""galton"" occurs.","

There are six occurrences of the letter 'n' in Galton.","

There are six occurrences of the letter 'n' in the word 'galton'.","

There are three occurrences of the letter 'n' in the word 'galton'.",False,False,False,False
265,265,"Q: How many times does the letter 'l' occur in the word 'galton' ? 
 A: ","1,one","

There are three times the letter ""l"" occurs in the word ""galton"".","

There are six occurrences of the letter 'l' in Galton.","

There are six occurrences of the letter 'l' in the word 'galton'.","

There are three 'l's in the word 'galton'.",False,False,False,False
266,266,"Q: Count the number of letters in the word 'darwin' ? 
 A: ","6,six","

There are six letters in the word ""darwin"".","

There are nine letters in the word ""darwin.""","

There are 26 letters in the word 'darwin'.","

There are nine letters in the word 'darwin'.",True,False,False,False
267,267,"Q: How many times does the letter 'i' occur in the word 'darwin' ? 
 A: ","1,one","

There are three times the letter ""i"" occurs in the word ""darwin"".","

There are six occurrences of the letter 'i' in the word 'darwin'.","

There are six instances of the letter 'i' in the word 'darwin'.","

There are three 'i's in the word 'darwin'.",False,False,False,False
268,268,"Q: How many times does the letter 'a' occur in the word 'darwin' ? 
 A: ","1,one","

There are three times the word 'darwin' occurs.","

There are six occurrences of the letter 'a' in the word 'darwin'.","

There are six occurrences of the letter 'a' in the word 'darwin'.","

There are three 'a's in the word 'darwin'.",False,False,False,False
269,269,"Q: How many times does the letter 'd' occur in the word 'darwin' ? 
 A: ","1,one","

There are three times the letter ""d"" occurs in the word ""darwin"".","

There are six occurrences of the letter 'd' in the word 'darwin'.","

There are six occurrences of the letter 'd' in the word 'darwin'.","

There are three occurrences of the letter 'd' in the word 'darwin'.",False,False,False,False
270,270,"Q: How many times does the letter 'w' occur in the word 'darwin' ? 
 A: ","1,one","

There are three times the letter ""w"" occurs in the word ""darwin"".","

There are six occurrences of the letter 'w' in the word 'darwin'.","

There are six occurrences of the letter 'w' in the word 'darwin'.","

There are three 'w's in the word 'darwin'.",False,False,False,False
271,271,"Q: How many times does the letter 'n' occur in the word 'darwin' ? 
 A: ","1,one","

There are three times the word ""darwin"" occurs.","

There are six occurrences of the letter 'n' in the word 'darwin'.","

There are six occurrences of the letter 'n' in the word 'darwin'.","

There are three occurrences of the letter 'n' in the word 'darwin'.",False,False,False,False
272,272,"Q: How many times does the letter 'r' occur in the word 'darwin' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""darwin"".","

There are six occurrences of the letter 'r' in the word 'darwin'.","

There are six occurrences of the letter 'r' in the word 'darwin'.","

There are three occurrences of the letter 'r' in the word 'darwin'.",False,False,False,False
273,273,"Q: Count the number of letters in the word 'turing' ? 
 A: ","6,six","

There are six letters in the word ""turing.""","

There are nine letters in the word ""turing.""","

There are 26 letters in the word 'turing'.","

There are six letters in the word 'turing'.",True,False,False,True
274,274,"Q: How many times does the letter 'i' occur in the word 'turing' ? 
 A: ","1,one","

There are three times the ""i"" occurs.","

There are six occurrences of the letter 'i' in the word 'turing'.","

There are six occurrences of the letter 'i' in the word 'turing'.","

There are three 'i's in the word 'turing'.",False,False,False,False
275,275,"Q: How many times does the letter 't' occur in the word 'turing' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""turing.""","

There are six occurrences of the letter 't' in the word 'turing'.","

There are six occurrences of the letter 't' in the word 'turing'.","

There are three occurrences of the letter 't' in the word 'turing'.",False,False,False,False
276,276,"Q: How many times does the letter 'u' occur in the word 'turing' ? 
 A: ","1,one","

There are three times the word ""turing"" occurs.","

There are six occurrences of the letter 'u' in the word 'turing'.","

There are six occurrences of the letter 'u' in the word 'turing'.","

There are three occurrences of the letter 'u' in the word 'turing'.",False,False,False,False
277,277,"Q: How many times does the letter 'n' occur in the word 'turing' ? 
 A: ","1,one","

There are three times the word ""n"" occurs in the letter ""turing.""","

There are six occurrences of the letter 'n' in the word 'turing'.","

There are six occurrences of the letter 'n' in the word 'turing'.","

There are three occurrences of the letter 'n' in the word 'turing'.",False,False,False,False
278,278,"Q: How many times does the letter 'g' occur in the word 'turing' ? 
 A: ","1,one","

There are three times the word ""turing"" occurs.","

There are six occurrences of the letter 'g' in the word 'turing'.","

There are six occurrences of the letter 'g' in the word 'turing'.","

There are three occurrences of the letter 'g' in the word 'turing'.",False,False,False,False
279,279,"Q: How many times does the letter 'r' occur in the word 'turing' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""turing.""","

There are three occurrences of the letter 'r' in the word ""turing"".","

There are six occurrences of the letter 'r' in the word 'turing'.","

There are three occurrences of the letter 'r' in the word 'turing'.",False,False,False,False
280,280,"Q: Count the number of letters in the word 'newton' ? 
 A: ","6,six","

There are six letters in the word ""newton"".","

There are nine letters in the word ""newton.""","

There are nine letters in the word 'newton'.","

There are nine letters in the word 'newton'.",True,False,False,False
281,281,"Q: How many times does the letter 'e' occur in the word 'newton' ? 
 A: ","1,one","

Newton occurs once.","

There are six occurrences of the letter 'e' in the word 'newton'.","

There are six occurrences of the letter 'e' in the word 'newton'.","

The letter 'e' occurs twice in the word 'newton'.",False,False,False,False
282,282,"Q: How many times does the letter 'o' occur in the word 'newton' ? 
 A: ","1,one","

There are three times the letter ""o"" occurs in the word ""newton"".","

There are six occurrences of the letter 'o' in Newton.","

There are six occurrences of the letter 'o' in the word 'newton'.","

There are three 'o's in the word 'newton'.",False,False,False,False
283,283,"Q: How many times does the letter 't' occur in the word 'newton' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""newton"".","

There are six occurrences of the letter 't' in the word 'newton'.","

There are six occurrences of the letter 't' in the word 'newton'.","

There are three 't's in the word 'newton'.",False,False,False,False
284,284,"Q: How many times does the letter 'n' occur in the word 'newton' ? 
 A: ","2,two","

Newton occurs six times in the word ""newton"".","

There are six occurrences of the letter 'n' in the word 'newton'.","

There are six occurrences of the letter 'n' in the word 'newton'.","

The letter 'n' occurs twice in the word 'newton'.",False,False,False,False
285,285,"Q: How many times does the letter 'w' occur in the word 'newton' ? 
 A: ","1,one","

There are three times the letter ""w"" occurs in the word ""newton"".","

There are six occurrences of the letter 'w' in the word 'newton'.","

There are six occurrences of the letter 'w' in the word 'newton'.","

There are three 'w's in the word 'newton'.",False,False,False,False
286,286,"Q: Count the number of letters in the word 'tesla' ? 
 A: ","5,five","

There are six letters in the word ""tesla"".","

There are nine letters in the word ""tesla.""","

There are 26 letters in the word 'tesla'.","

There are six letters in the word 'tesla'.",False,False,False,False
287,287,"Q: How many times does the letter 'e' occur in the word 'tesla' ? 
 A: ","1,one","

There are three times the letter ""e"" occurs in the word ""tesla.""","

There are six occurrences of the letter 'e' in the word 'tesla'.","

The letter 'e' occurs twice in the word 'tesla'.","

The letter 'e' occurs twice in the word 'tesla'.",False,False,False,False
288,288,"Q: How many times does the letter 'a' occur in the word 'tesla' ? 
 A: ","1,one","

There are three times the word ""a"" occurs in the letter ""tesla"".","

There are six occurrences of the letter 'a' in Tesla.","

There are six letters in the word 'tesla'. 'A' occurs twice.","

There are three occurrences of the letter 'a' in the word 'tesla'.",False,False,False,False
289,289,"Q: How many times does the letter 's' occur in the word 'tesla' ? 
 A: ","1,one","

There are three times the letter ""s"" occurs in the word ""tesla.""","

There are six occurrences of the letter 's' in the word 'tesla'.","

There are six instances of the letter 's' in the word 'tesla'.","

The letter 's' occurs twice in the word 'tesla'.",False,False,False,False
290,290,"Q: How many times does the letter 't' occur in the word 'tesla' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""tesla.""","

There are six occurrences of the letter 't' in the word 'tesla'.","

There are six occurrences of the letter 't' in the word 'tesla'.","

There are three occurrences of the letter 't' in the word 'tesla'.",False,False,False,False
291,291,"Q: How many times does the letter 'l' occur in the word 'tesla' ? 
 A: ","1,one","

There are three times the letter ""l"" occurs in the word ""tesla.""","

There are six occurrences of the letter 'l' in the word 'tesla'.","

There are six occurrences of the letter 'l' in the word 'tesla'.","

There are three 'l's in the word 'tesla'.",False,False,False,False
292,292,"Q: Count the number of letters in the word 'faraday' ? 
 A: ","7,seven","

There are 12 letters in the word ""faraday"".","

There are nine letters in the word ""faraday"".","

There are 18 letters in the word 'faraday'.","

There are nine letters in the word 'faraday'.",False,False,False,False
293,293,"Q: How many times does the letter 'f' occur in the word 'faraday' ? 
 A: ","1,one","

F-a-r-a-y-d-i-l","

There are six occurrences of the letter 'f' in the word 'faraday'.","

There are six occurrences of the letter 'f' in the word 'faraday'.","

There are three 'f's in the word 'faraday'.",False,False,False,False
294,294,"Q: How many times does the letter 'r' occur in the word 'faraday' ? 
 A: ","1,one","

There are three 'r's in faraday.","

There are three occurrences of the letter 'r' in the word 'faraday'.","

There are six occurrences of the letter 'r' in the word 'faraday'.","

There are three 'r's in the word 'faraday'.",False,False,False,False
295,295,"Q: How many times does the letter 'a' occur in the word 'faraday' ? 
 A: ","3,three","

There are three times the word ""a"" occurs in the word ""faraday.""","

There are six occurrences of the letter 'a' in the word 'faraday'.","

There are six occurrences of the letter 'a' in the word 'faraday'.","

There are three 'a's in the word 'faraday'.",True,False,False,True
296,296,"Q: How many times does the letter 'd' occur in the word 'faraday' ? 
 A: ","1,one","

There are three 'd's in 'faraday'.","

There are six occurrences of the letter 'd' in the word 'faraday'.","

There are six occurrences of the letter 'd' in the word 'faraday'.","

There are three 'd' letters in the word 'faraday'.",False,False,False,False
297,297,"Q: How many times does the letter 'y' occur in the word 'faraday' ? 
 A: ","1,one","

There are three times the word 'y' occurs in the word 'faraday'.","

There are six occurrences of the letter 'y' in the word 'faraday'.","

There are six occurrences of the letter 'y' in the word 'faraday'.","

There are three 'y's in the word 'faraday'.",False,False,False,False
298,298,"Q: Count the number of letters in the word 'watson' ? 
 A: ","6,six","

There are six letters in the word ""watson.""","

There are nine letters in the word ""watson.""","

There are six letters in the word 'watson'.","

There are six letters in the word 'watson'.",True,False,True,True
299,299,"Q: How many times does the letter 'a' occur in the word 'watson' ? 
 A: ","1,one","

There are three times the word ""watson"" occurs.","

There are six occurrences of the letter 'a' in the word ""watson.""","

There are six occurrences of the letter 'a' in the word 'watson'.","

There are three 'a's in the word 'watson'.",False,False,False,False
300,300,"Q: How many times does the letter 'o' occur in the word 'watson' ? 
 A: ","1,one","

There are three times the letter ""o"" occurs in the word ""watson.""","

There are six occurrences of the letter 'o' in the word 'watson'.","

There are six occurrences of the letter 'o' in the word 'watson'.","

There are three 'o's in the word 'watson'.",False,False,False,False
301,301,"Q: How many times does the letter 's' occur in the word 'watson' ? 
 A: ","1,one","

There are three times the letter ""s"" occurs in the word ""watson.""","

There are six occurrences of the letter 's' in the word ""watson.""","

There are six occurrences of the letter 's' in the word 'watson'.","

There are three 's' letters in the word 'watson'.",False,False,False,False
302,302,"Q: How many times does the letter 't' occur in the word 'watson' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""watson.""","

There are six occurrences of the letter 't' in the word ""watson.""","

There are six times the letter 't' occurs in the word 'watson'.","

There are three 't's in the word 'watson'.",False,False,False,False
303,303,"Q: How many times does the letter 'n' occur in the word 'watson' ? 
 A: ","1,one","

There are three times the word ""watson"" occurs.","

There are six occurrences of the letter 'n' in the word ""watson.""","

There are six occurrences of the letter 'n' in the word 'watson'.","

There are three 'n's in the word 'watson'.",False,False,False,False
304,304,"Q: How many times does the letter 'w' occur in the word 'watson' ? 
 A: ","1,one","

There are three times the letter ""w"" occurs in the word ""watson.""","

There are six occurrences of the letter 'w' in the word 'watson'.","

There are six occurrences of the letter 'w' in the word 'watson'.","

There are three 'w' letters in the word 'watson'.",False,False,False,False
305,305,"Q: Count the number of letters in the word 'crick' ? 
 A: ","5,five","

There are six letters in the word ""crick.""","

There are nine letters in the word ""crick.""","

There are 18 letters in the word 'crick'.","

There are six letters in the word 'crick'.",False,False,False,False
306,306,"Q: How many times does the letter 'k' occur in the word 'crick' ? 
 A: ","1,one","

There are three times the letter ""k"" occurs in the word ""crick.""","

There are six occurrences of the letter 'k' in the word 'crick'.","

There are six occurrences of the letter 'k' in the word 'crick'.","

There are three 'k' letters in the word 'crick'.",False,False,False,False
307,307,"Q: How many times does the letter 'c' occur in the word 'crick' ? 
 A: ","2,two","

C: 
Cr: 

There are three times the letter ""c"" occurs in the word ""crick.""","

There are six occurrences of the letter 'c' in the word 'crick'.","

There are six occurrences of the letter 'c' in the word 'crick'.","

The letter 'c' occurs twice in the word 'crick'.",False,False,False,False
308,308,"Q: How many times does the letter 'i' occur in the word 'crick' ? 
 A: ","1,one","

There are three times the ""i"" occurs in the word ""crick.""","

There are six occurrences of the letter 'i' in the word 'crick'.","

There are six occurrences of the letter 'i' in the word 'crick'.","

There is one 'i' in the word 'crick'.",False,False,False,True
309,309,"Q: How many times does the letter 'r' occur in the word 'crick' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""crick.""","

There are three occurrences of the letter 'r' in the word 'crick'.","

There are six occurrences of the letter 'r' in the word 'crick'.","

There are three 'r's in the word 'crick'.",False,False,False,False
310,310,"Q: Count the number of letters in the word 'rowling' ? 
 A: ","7,seven","

There are six letters in the word ""rowling.""","

There are nine letters in the word ""rowling.""","

There are thirteen letters in the word 'rowling'.","

There are six letters in the word 'rowling'.",False,False,False,False
311,311,"Q: How many times does the letter 'i' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the ""i"" occurs in the word ""rowling.""","

There are six occurrences of the letter 'i' in rowling.","

There are six instances of the letter 'i' in the word 'rowling'.","

There are three 'i's in the word 'rowling'.",False,False,False,False
312,312,"Q: How many times does the letter 'o' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the letter ""o"" occurs in the word ""rowling.""","

There are three occurrences of the letter 'o' in rowling.","

There are six occurrences of the letter 'o' in the word 'rowling'.","

There are three 'o's in the word 'rowling'.",False,False,False,False
313,313,"Q: How many times does the letter 'n' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the word ""rowling"" occurs.","

There are six occurrences of the letter 'n' in the word 'rowling'.","

There are six occurrences of the letter 'n' in the word 'rowling'.","

There are three 'n's in the word 'rowling'.",False,False,False,False
314,314,"Q: How many times does the letter 'w' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the word ""rowling"" occurs in the name ""Willingham"".","

There are six occurrences of the letter 'w' in the word 'rowling'.","

There are six occurrences of the letter 'w' in the word 'rowling'.","

There are three 'w' letters in the word 'rowling'.",False,False,False,False
315,315,"Q: How many times does the letter 'g' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the word ""rowling"" occurs.","

There are six occurrences of the letter 'g' in the word 'rowling'.","

There are six occurrences of the letter 'g' in the word 'rowling'.","

There are three occurrences of the letter 'g' in the word 'rowling'.",False,False,False,False
316,316,"Q: How many times does the letter 'r' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""rowling.""","

There are three occurrences of the letter 'r' in the word 'rowling'.","

There are six occurrences of the letter 'r' in the word 'rowling'.","

There are three 'r's in the word 'rowling'.",False,False,False,False
317,317,"Q: How many times does the letter 'l' occur in the word 'rowling' ? 
 A: ","1,one","

There are three times the letter ""l"" occurs in the word ""rowling.""","

There are six occurrences of the letter 'l' in the word 'rowling'.","

There are six occurrences of the letter 'l' in the word 'rowling'.","

There are three 'l's in the word 'rowling'.",False,False,False,False
318,318,"Q: Count the number of letters in the word 'christie' ? 
 A: ","8,eight","

There are six letters in the word ""christie"".","

There are nine letters in the word ""christie.""","

There are nine letters in the word Christie.","

There are six letters in the word 'christie'.",False,False,False,False
319,319,"Q: How many times does the letter 'e' occur in the word 'christie' ? 
 A: ","1,one","

There are three times the letter ""e"" occurs in the word ""Christie.""","

There are six occurrences of the letter 'e' in the word 'christie'.","

There are six occurrences of the letter 'e' in the word 'christie'.","

The letter 'e' occurs twice in the word 'christie'.",False,False,False,False
320,320,"Q: How many times does the letter 'i' occur in the word 'christie' ? 
 A: ","2,two","

There are three times the ""i"" occurs in the word ""christie.""","

There are six occurrences of the letter 'i' in the word 'christie'.","

There are six occurrences of the letter 'i' in the word 'christie'.","

There are three 'i's in the word 'christie'.",False,False,False,False
321,321,"Q: How many times does the letter 'h' occur in the word 'christie' ? 
 A: ","1,one","

There are three times the letter ""h"" occurs in the word ""christie.""","

There are six occurrences of the letter 'h' in the word 'christie'.","

There are six occurrences of the letter 'h' in the word 'christie'.","

The letter 'h' occurs twice in the word 'christie'.",False,False,False,False
322,322,"Q: How many times does the letter 's' occur in the word 'christie' ? 
 A: ","1,one","

There are three 's' events in the word ""Christie.""","

There are six occurrences of the letter 's' in the word 'christie'.","

There are six occurrences of the letter 's' in the word 'christie'.","

The letter 's' occurs twice in the word 'christie'.",False,False,False,False
323,323,"Q: How many times does the letter 't' occur in the word 'christie' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""christie.""","

There are six occurrences of the letter 't' in the word 'christie'.","

There are six occurrences of the letter 't' in the word 'christie'.","

There are three 't's in the word 'christie'.",False,False,False,False
324,324,"Q: How many times does the letter 'r' occur in the word 'christie' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""christie.""","

There are three occurrences of the letter 'r' in the word 'christie'.","

There are six occurrences of the letter 'r' in the word 'christie'.","

The letter 'r' occurs twice in the word 'christie'.",False,False,False,False
325,325,"Q: How many times does the letter 'c' occur in the word 'christie' ? 
 A: ","1,one","

There are three times the word ""christie"" occurs than the word ""c"" does.","

There are six occurrences of the letter 'c' in the word 'christie'.","

There are six occurrences of the letter 'c' in the word 'christie'.","

The letter 'c' occurs twice in the word 'christie'.",False,False,False,False
326,326,"Q: Count the number of letters in the word 'king' ? 
 A: ","4,four","

There are nine letters in the word ""king"".","

There are nine letters in the word 'king'.","

There are nine letters in the word 'king'.","

There are six letters in the word 'king'.",False,False,False,False
327,327,"Q: How many times does the letter 'k' occur in the word 'king' ? 
 A: ","1,one","

There are three times the letter ""k"" occurs in the word ""king.""","

There are six occurrences of the letter 'k' in the word 'king'.","

There are six occurrences of the letter 'k' in the word 'king'.","

The letter 'k' occurs twice in the word 'king'.",False,False,False,False
328,328,"Q: How many times does the letter 'g' occur in the word 'king' ? 
 A: ","1,one","

There are three times the letter ""g"" occurs in the word ""king.""","

There are six occurrences of the letter 'g' in the word 'king'.","

There are six occurrences of the letter 'g' in the word 'king'.","

The letter 'g' occurs twice in the word 'king'.",False,False,False,False
329,329,"Q: How many times does the letter 'n' occur in the word 'king' ? 
 A: ","1,one","

There are three times the word ""king"" occurs.","

There are six occurrences of the letter 'n' in the word 'king'.","

There are six occurrences of the letter 'n' in the word 'king'.","

The letter 'n' occurs twice in the word 'king'.",False,False,False,False
330,330,"Q: How many times does the letter 'i' occur in the word 'king' ? 
 A: ","1,one","

There are three times the ""i"" occurs in the word ""king"" - once in the word ""io"" and two times in the word ""ii""","

There are six occurrences of the letter 'i' in the word 'king'.","

There are six instances of the letter 'i' in the word 'king'.","

The letter 'i' occurs twice in the word 'king'.",False,False,False,False
331,331,"Q: Count the number of letters in the word 'tolstoy' ? 
 A: ","7,seven","

There are six letters in the word ""tolstoy.""","

There are nine letters in the word ""tolstoy.""","

There are nine letters in the word 'tolstoy'.","

There are nine letters in the word 'tolstoy'.",False,False,False,False
332,332,"Q: How many times does the letter 'o' occur in the word 'tolstoy' ? 
 A: ","2,two","

There are three times the word ""o"" occurs than the word ""tolstoy.""","

There are six occurrences of the letter 'o' in Tolstoy.","

There are six occurrences of the letter 'o' in the word 'tolstoy'.","

There are three 'o's in the word 'tolstoy'.",False,False,False,False
333,333,"Q: How many times does the letter 's' occur in the word 'tolstoy' ? 
 A: ","1,one","

There are three times the letter ""s"" occurs in the word ""tolstoy.""","

There are six occurrences of the letter 's' in Tolstoy.","

There are six occurrences of the letter 's' in the word 'tolstoy'.","

There are three 's' letters in the word 'tolstoy'.",False,False,False,False
334,334,"Q: How many times does the letter 't' occur in the word 'tolstoy' ? 
 A: ","2,two","

There are three times the letter ""t"" occurs in the word ""tolstoy.""","

There are six occurrences of the letter 't' in Tolstoy.","

There are six occurrences of the letter 't' in the word 'tolstoy'.","

There are three occurrences of the letter 't' in the word 'tolstoy'.",False,False,False,False
335,335,"Q: How many times does the letter 'y' occur in the word 'tolstoy' ? 
 A: ","1,one","

There are three times the word 'y' occurs in the word 'tolstoy'.","

There are six occurrences of the letter 'y' in Tolstoy.","

There are six occurrences of the letter 'y' in the word 'tolstoy'.","

There are three occurrences of the letter 'y' in the word 'tolstoy'.",False,False,False,False
336,336,"Q: How many times does the letter 'l' occur in the word 'tolstoy' ? 
 A: ","1,one","

There are three times the letter ""l"" occurs in the word ""tolstoy.""","

There are six occurrences of the letter 'l' in Tolstoy.","

There are six occurrences of the letter 'l' in the word 'tolstoy'.","

There are three 'l's in the word 'tolstoy'.",False,False,False,False
337,337,"Q: Count the number of letters in the word 'austen' ? 
 A: ","6,six","

There are six letters in the word ""austen.""","

There are nine letters in the word ""austen.""","

There are nine letters in the word 'austen'.","

There are six letters in the word 'austen'.",True,False,False,True
338,338,"Q: How many times does the letter 'e' occur in the word 'austen' ? 
 A: ","1,one","

There are three times the letter 'e' occurs in the word ""austen.""","

There are six occurrences of the letter 'e' in the word 'austen'.","

There are six occurrences of the letter 'e' in the word 'austen'.","

There are three 'e's in the word 'austen'.",False,False,False,False
339,339,"Q: How many times does the letter 'a' occur in the word 'austen' ? 
 A: ","1,one","

There are three times the word ""austen"" occurs than ""austen.""","

There are six occurrences of the letter 'a' in the word 'austen'.","

There are six occurrences of the letter 'a' in the word 'austen'.","

There are three 'a's in the word 'austen'.",False,False,False,False
340,340,"Q: How many times does the letter 's' occur in the word 'austen' ? 
 A: ","1,one","

There are three times the ""s"" occurs in the word ""austen.""","

There are six occurrences of the letter 's' in the word 'austen'.","

There are six occurrences of the letter 's' in the word 'austen'.","

There are three 's' letters in the word 'austen'.",False,False,False,False
341,341,"Q: How many times does the letter 't' occur in the word 'austen' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""austen.""","

There are six occurrences of the letter 't' in the word 'austen'.","

There are six occurrences of the letter 't' in the word 'austen'.","

There are three 't's in the word 'austen'.",False,False,False,False
342,342,"Q: How many times does the letter 'u' occur in the word 'austen' ? 
 A: ","1,one","

There are three times the word ""austen"" occurs than the word ""u"" does.","

There are six occurrences of the letter 'u' in the word 'austen'.","

There are six occurrences of the letter 'u' in the word 'austen'.","

There is one 'u' in the word 'austen'.",False,False,False,True
343,343,"Q: How many times does the letter 'n' occur in the word 'austen' ? 
 A: ","1,one","

There are three times the word ""austen"" occurs than the word ""n"" does.","

There are six occurrences of the letter 'n' in the word 'austen'.","

There are six occurrences of the letter 'n' in the word 'austen'.","

There are three occurrences of the letter 'n' in the word 'austen'.",False,False,False,False
344,344,"Q: Count the number of letters in the word 'tolkien' ? 
 A: ","7,seven","

There are six letters in the word ""tolkien.""","

There are nine letters in the word ""tolkien.""","

There are 27 letters in the word 'tolkien'.","

There are nine letters in the word 'tolkien'.",False,False,False,False
345,345,"Q: How many times does the letter 'e' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the letter 'e' occurs in the word ""tolkien.""","

There are six occurrences of the letter 'e' in the word ""Tolkien.""","

There are six occurrences of the letter 'e' in the word 'tolkien'.","

The letter 'e' occurs twice in the word 'tolkien'.",False,False,False,False
346,346,"Q: How many times does the letter 'i' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the letter ""i"" occurs in the word ""tolkien.""","

There are six occurrences of the letter 'i' in the word 'tolkien'.","

There are six instances of the letter 'i' in the word 'tolkien'.","

There are three 'i's in the word 'tolkien'.",False,False,False,False
347,347,"Q: How many times does the letter 'o' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the letter ""o"" occurs in the word ""tolkien.""","

There are six occurrences of the letter 'o' in the word ""Tolkien.""","

There are six occurrences of the letter 'o' in the word 'tolkien'.","

The letter 'o' occurs twice in the word 'tolkien'.",False,False,False,False
348,348,"Q: How many times does the letter 't' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""tolkien.""","

There are six occurrences of the letter 't' in the word ""tolkien"".","

There are six occurrences of the letter 't' in the word 'tolkien'.","

The letter 't' occurs twice in the word 'tolkien'.",False,False,False,False
349,349,"Q: How many times does the letter 'k' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the letter ""k"" occurs in the word ""tolkien.""","

There are six occurrences of the letter 'k' in the word 'tolkien'.","

There are six occurrences of the letter 'k' in the word 'tolkien'.","

There are three occurrences of the letter 'k' in the word 'tolkien'.",False,False,False,False
350,350,"Q: How many times does the letter 'n' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the word ""n"" is used in the word ""tolkien.""","

There are six occurrences of the letter 'n' in the word ""tolkien.""","

There are six occurrences of the letter 'n' in the word 'tolkien'.","

The letter 'n' occurs twice in the word 'tolkien'.",False,False,False,False
351,351,"Q: How many times does the letter 'l' occur in the word 'tolkien' ? 
 A: ","1,one","

There are three times the letter ""l"" is used in the word ""tolkien.""","

There are six occurrences of the letter 'l' in the word ""Tolkien.""","

There are six occurrences of the letter 'l' in the word 'tolkien'.","

There are three 'l's in the word 'tolkien'.",False,False,False,False
352,352,"Q: Count the number of letters in the word 'orwell' ? 
 A: ","6,six","

There are six letters in the word ""orwell.""","

There are nine letters in the word 'orwell'.","

There are thirty letters in the word 'orwell'.","

There are six letters in the word 'orwell'.",True,False,False,True
353,353,"Q: How many times does the letter 'e' occur in the word 'orwell' ? 
 A: ","1,one","

There are three times the word occurs.","

There are six occurrences of the letter 'e' in the word 'orwell'.","

There are six occurrences of the letter 'e' in the word 'orwell'.","

The letter 'e' occurs twice in the word 'orwell'.",False,False,False,False
354,354,"Q: How many times does the letter 'o' occur in the word 'orwell' ? 
 A: ","1,one","

There are three times the word orwell occurs.","

There are three occurrences of the letter 'o' in the word 'orwell'.","

There are six occurrences of the letter 'o' in the word 'orwell'.","

There are three 'o's in the word 'orwell'.",False,False,False,False
355,355,"Q: How many times does the letter 'w' occur in the word 'orwell' ? 
 A: ","1,one","

There are three times the word ""orwell"" occurs in the word ""orwell"" - once in the word ""orwell,"" and once in the word ""orwell.""","

There are six occurrences of the letter 'w' in the word 'orwell'.","

There are six occurrences of the letter 'w' in the word 'orwell'.","

There are three 'w's in the word 'orwell'.",False,False,False,False
356,356,"Q: How many times does the letter 'r' occur in the word 'orwell' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""orwell.""","

There are three occurrences of the letter 'r' in the word 'orwell'.","

There are six occurrences of the letter 'r' in the word 'orwell'.","

There are three 'r's in the word 'orwell'.",False,False,False,False
357,357,"Q: How many times does the letter 'l' occur in the word 'orwell' ? 
 A: ","2,two","

There are three times the letter ""l"" occurs in the word ""orwell.""","

There are six occurrences of the letter 'l' in the word 'orwell'.","

There are six occurrences of the letter 'l' in the word 'orwell'.","

There are three 'l's in the word 'orwell'.",False,False,False,False
